depth_cm;age_bp;Eunotia hirudo;Aulacoseira distans;"Eunotia didyma var. didyma
";Aulacoseira sp. 3;Aulacoseira cf. calypsi;Eunotia ventriosa ;Eunotia bilunaris;"Eunotia gibbosa 
";Eunotia floweri ;Eunotia charlesii;Aulacoseira sp. 2;E. incisa var. incisa;Aulacoseira granulata;Eunotia schneideri ;Eunotia sulcatoides ;Eunotia cf. subarcutoides ;Pinnularia pogoii;Eunotia roland-schmidtii ;Nupela sp. 2;Eunotia sp. 5;Eunotia veneris
111;12936;50,0;0,0;7,1;0,0;0,0;0,0;0,0;7,1;0,0;0,0;0,0;0,0;7,1;0,0;0,0;7,1;0,0;0,0;0,0;0,0;0,0
113;13008;33,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,3;0,0;0,0;0,0
115;13072;75,0;0,0;0,0;0,0;25,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
117;13127;60,0;0,0;0,0;0,0;0,0;0,0;20,0;0,0;0,0;0,0;0,0;20,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
119;13175;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
121;13216;40,0;0,0;10,0;0,0;0,0;0,0;10,0;0,0;0,0;20,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0
123;13250;0,0;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
125;13278;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
127;13300;50,0;0,0;0,0;16,7;0,0;0,0;16,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,7;0,0;0,0;0,0;0,0;0,0;0,0
131;13332;31,9;2,1;4,3;0,0;0,0;0,0;14,9;0,0;4,3;2,1;2,1;2,1;0,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0;2,1
134;13346;29,8;2,1;10,6;0,0;0,0;2,1;2,1;0,0;6,4;4,3;8,5;0,0;2,1;4,3;6,4;4,3;2,1;2,1;0,0;0,0;0,0
136;13351;21,8;1,8;9,1;16,4;0,0;0,0;5,5;3,6;3,6;3,6;3,6;1,8;0,0;5,5;3,6;1,8;3,6;1,8;0,0;1,8;1,8
140;13357;46,7;0,0;6,7;0,0;0,0;6,7;6,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,7;6,7;0,0;0,0;13,3
145;13360;60,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
